VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE8.x, in_ATTRIBUTE8.y, in_ATTRIBUTE8.z, in_ATTRIBUTE8.w, in_ATTRIBUTE9.x, in_ATTRIBUTE9.y, in_ATTRIBUTE9.z, in_ATTRIBUTE9.w, in_ATTRIBUTE10.x, in_ATTRIBUTE10.y, in_ATTRIBUTE10.z, in_ATTRIBUTE10.w, in_ATTRIBUTE11.x, in_ATTRIBUTE11.y, in_ATTRIBUTE11.z, in_ATTRIBUTE11.w
994, 195, -324.0065,  230.28487,  80.5565,  0.97638,  0.00,  0.19685,  1.00, -0.18898,  0.37008,  0.90551,  1.00,  0.23608,  0.68701,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
995, 196, -283.90378,  222.97618,  139.20039,  0.62205,  0.00,  0.77953,  1.00, -0.72441,  0.37795,  0.5748,  1.00,  0.2688,  0.68115,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
996, 199, -274.35922,  200.28392,  164.07359,  0.8189,  0.00,  0.5748,  1.00, -0.55118,  0.29134,  0.77953,  1.00,  0.27661,  0.6626,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
997, 196, -283.90378,  222.97618,  139.20039,  0.62205,  0.00,  0.77953,  1.00, -0.72441,  0.37795,  0.5748,  1.00,  0.2688,  0.68115,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
998, 197, -242.46649,  205.38551,  191.80382,  0.6378,  0.00,  0.77165,  1.00, -0.77165,  0.06299,  0.6378,  1.00,  0.30249,  0.66699,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
999, 200, -318.2403,  191.77786,  139.43607,  0.59843,  0.00,  0.79528,  1.00, -0.76378,  0.28346,  0.5748,  1.00,  0.24084,  0.65576,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1000, 198, -318.70273,  222.18736,  82.78687,  0.83465,  0.00787,  0.55118,  1.00, -0.53543,  0.25197,  0.80315,  1.00,  0.24048,  0.68066,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1001, 196, -283.90378,  222.97618,  139.20039,  0.62205,  0.00,  0.77953,  1.00, -0.72441,  0.37795,  0.5748,  1.00,  0.2688,  0.68115,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1002, 200, -318.2403,  191.77786,  139.43607,  0.59843,  0.00,  0.79528,  1.00, -0.76378,  0.28346,  0.5748,  1.00,  0.24084,  0.65576,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1003, 196, -283.90378,  222.97618,  139.20039,  0.62205,  0.00,  0.77953,  1.00, -0.72441,  0.37795,  0.5748,  1.00,  0.2688,  0.68115,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1004, 199, -274.35922,  200.28392,  164.07359,  0.8189,  0.00,  0.5748,  1.00, -0.55118,  0.29134,  0.77953,  1.00,  0.27661,  0.6626,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1005, 201, -355.91153,  208.59244,  93.86589,  0.9685,  0.00,  0.25197,  1.00, -0.23622,  0.41732,  0.88189,  1.00,  0.21021,  0.66943,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1006, 195, -324.0065,  230.28487,  80.5565,  0.97638,  0.00,  0.19685,  1.00, -0.18898,  0.37008,  0.90551,  1.00,  0.23608,  0.68701,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1007, 198, -318.70273,  222.18736,  82.78687,  0.83465,  0.00787,  0.55118,  1.00, -0.53543,  0.25197,  0.80315,  1.00,  0.24048,  0.68066,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1008, 202, -335.84421,  194.61417,  105.35643,  0.91339,  0.01575,  0.40157,  1.00, -0.31496,  0.64567,  0.69291,  1.00,  0.22644,  0.6582,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1009, 198, -318.70273,  222.18736,  82.78687,  0.83465,  0.00787,  0.55118,  1.00, -0.53543,  0.25197,  0.80315,  1.00,  0.24048,  0.68066,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1010, 200, -318.2403,  191.77786,  139.43607,  0.59843,  0.00,  0.79528,  1.00, -0.76378,  0.28346,  0.5748,  1.00,  0.24084,  0.65576,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1011, 202, -335.84421,  194.61417,  105.35643,  0.91339,  0.01575,  0.40157,  1.00, -0.31496,  0.64567,  0.69291,  1.00,  0.22644,  0.6582,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1012, 201, -355.91153,  208.59244,  93.86589,  0.9685,  0.00,  0.25197,  1.00, -0.23622,  0.41732,  0.88189,  1.00,  0.21021,  0.66943,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1013, 198, -318.70273,  222.18736,  82.78687,  0.83465,  0.00787,  0.55118,  1.00, -0.53543,  0.25197,  0.80315,  1.00,  0.24048,  0.68066,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1014, 203, -299.1853,  173.63263,  160.06688,  0.88976, -0.01575,  0.45669,  1.00, -0.43307, -0.32283,  0.84252,  1.00,  0.25635,  0.64111,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1015, 200, -318.2403,  191.77786,  139.43607,  0.59843,  0.00,  0.79528,  1.00, -0.76378,  0.28346,  0.5748,  1.00,  0.24084,  0.65576,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1016, 199, -274.35922,  200.28392,  164.07359,  0.8189,  0.00,  0.5748,  1.00, -0.55118,  0.29134,  0.77953,  1.00,  0.27661,  0.6626,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1017, 204, -313.48761,  160.97198,  137.03679,  0.96063,  0.00,  0.26772,  1.00, -0.25984, -0.29921,  0.92126,  1.00,  0.24475,  0.63086,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1018, 202, -335.84421,  194.61417,  105.35643,  0.91339,  0.01575,  0.40157,  1.00, -0.31496,  0.64567,  0.69291,  1.00,  0.22644,  0.6582,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1019, 200, -318.2403,  191.77786,  139.43607,  0.59843,  0.00,  0.79528,  1.00, -0.76378,  0.28346,  0.5748,  1.00,  0.24084,  0.65576,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1020, 204, -313.48761,  160.97198,  137.03679,  0.96063,  0.00,  0.26772,  1.00, -0.25984, -0.29921,  0.92126,  1.00,  0.24475,  0.63086,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1021, 200, -318.2403,  191.77786,  139.43607,  0.59843,  0.00,  0.79528,  1.00, -0.76378,  0.28346,  0.5748,  1.00,  0.24084,  0.65576,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1022, 203, -299.1853,  173.63263,  160.06688,  0.88976, -0.01575,  0.45669,  1.00, -0.43307, -0.32283,  0.84252,  1.00,  0.25635,  0.64111,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1023, 202, -335.84421,  194.61417,  105.35643,  0.91339,  0.01575,  0.40157,  1.00, -0.31496,  0.64567,  0.69291,  1.00,  0.22644,  0.6582,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1024, 205, -358.40607,  184.70544,  112.83259,  0.80315,  0.02362,  0.59843,  1.00, -0.5748,  0.32283,  0.75591,  1.00,  0.20813,  0.6499,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1025, 201, -355.91153,  208.59244,  93.86589,  0.9685,  0.00,  0.25197,  1.00, -0.23622,  0.41732,  0.88189,  1.00,  0.21021,  0.66943,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1026, 204, -313.48761,  160.97198,  137.03679,  0.96063,  0.00,  0.26772,  1.00, -0.25984, -0.29921,  0.92126,  1.00,  0.24475,  0.63086,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1027, 205, -358.40607,  184.70544,  112.83259,  0.80315,  0.02362,  0.59843,  1.00, -0.5748,  0.32283,  0.75591,  1.00,  0.20813,  0.6499,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1028, 202, -335.84421,  194.61417,  105.35643,  0.91339,  0.01575,  0.40157,  1.00, -0.31496,  0.64567,  0.69291,  1.00,  0.22644,  0.6582,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1029, 195, -324.0065,  230.28487,  80.5565,  0.97638,  0.00,  0.19685,  1.00, -0.18898,  0.37008,  0.90551,  1.00,  0.23608,  0.68701,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1030, 201, -355.91153,  208.59244,  93.86589,  0.9685,  0.00,  0.25197,  1.00, -0.23622,  0.41732,  0.88189,  1.00,  0.21021,  0.66943,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1031, 206, -369.95264,  231.06424,  89.46048,  1.00,  0.00,  0.03937,  1.00, -0.03937, -0.11024,  0.99213,  1.00,  0.19873,  0.68799,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1032, 195, -324.0065,  230.28487,  80.5565,  0.97638,  0.00,  0.19685,  1.00, -0.18898,  0.37008,  0.90551,  1.00,  0.23608,  0.68701,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1033, 206, -369.95264,  231.06424,  89.46048,  1.00,  0.00,  0.03937,  1.00, -0.03937, -0.11024,  0.99213,  1.00,  0.19873,  0.68799,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1034, 194, -358.93951,  263.99365,  83.29232,  1.00, -0.00787, -0.07874,  1.00,  0.07874,  0.3622,  0.92913,  1.00,  0.20764,  0.71484,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1035, 205, -358.40607,  184.70544,  112.83259,  0.80315,  0.02362,  0.59843,  1.00, -0.5748,  0.32283,  0.75591,  1.00,  0.20813,  0.6499,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1036, 207, -379.70813,  200.71678,  76.54498,  0.61417,  0.00,  0.7874,  1.00, -0.7874,  0.07087,  0.61417,  1.00,  0.1908,  0.66309,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1037, 201, -355.91153,  208.59244,  93.86589,  0.9685,  0.00,  0.25197,  1.00, -0.23622,  0.41732,  0.88189,  1.00,  0.21021,  0.66943,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1038, 201, -355.91153,  208.59244,  93.86589,  0.9685,  0.00,  0.25197,  1.00, -0.23622,  0.41732,  0.88189,  1.00,  0.21021,  0.66943,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1039, 207, -379.70813,  200.71678,  76.54498,  0.61417,  0.00,  0.7874,  1.00, -0.7874,  0.07087,  0.61417,  1.00,  0.1908,  0.66309,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1040, 206, -369.95264,  231.06424,  89.46048,  1.00,  0.00,  0.03937,  1.00, -0.03937, -0.11024,  0.99213,  1.00,  0.19873,  0.68799,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1041, 206, -369.95264,  231.06424,  89.46048,  1.00,  0.00,  0.03937,  1.00, -0.03937, -0.11024,  0.99213,  1.00,  0.19873,  0.68799,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1042, 208, -374.51276,  245.80562,  91.6039,  0.99213,  0.00, -0.10236,  1.00,  0.10236,  0.18898,  0.97638,  1.00,  0.19507,  0.69971,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1043, 194, -358.93951,  263.99365,  83.29232,  1.00, -0.00787, -0.07874,  1.00,  0.07874,  0.3622,  0.92913,  1.00,  0.20764,  0.71484,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1044, 207, -379.70813,  200.71678,  76.54498,  0.61417,  0.00,  0.7874,  1.00, -0.7874,  0.07087,  0.61417,  1.00,  0.1908,  0.66309,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1045, 209, -398.11667,  200.77039,  50.88258,  0.7874,  0.00,  0.61417,  1.00, -0.59843, -0.18898,  0.77953,  1.00,  0.17578,  0.66309,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1046, 206, -369.95264,  231.06424,  89.46048,  1.00,  0.00,  0.03937,  1.00, -0.03937, -0.11024,  0.99213,  1.00,  0.19873,  0.68799,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1047, 194, -358.93951,  263.99365,  83.29232,  1.00, -0.00787, -0.07874,  1.00,  0.07874,  0.3622,  0.92913,  1.00,  0.20764,  0.71484,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1048, 208, -374.51276,  245.80562,  91.6039,  0.99213,  0.00, -0.10236,  1.00,  0.10236,  0.18898,  0.97638,  1.00,  0.19507,  0.69971,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1049, 210, -395.3898,  298.05151,  39.26698,  0.97638, -0.0315, -0.20472,  1.00,  0.20472,  0.25197,  0.94488,  1.00,  0.17798,  0.74219,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1050, 194, -358.93951,  263.99365,  83.29232,  1.00, -0.00787, -0.07874,  1.00,  0.07874,  0.3622,  0.92913,  1.00,  0.20764,  0.71484,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1051, 210, -395.3898,  298.05151,  39.26698,  0.97638, -0.0315, -0.20472,  1.00,  0.20472,  0.25197,  0.94488,  1.00,  0.17798,  0.74219,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1052, 191, -364.61151,  295.56839,  70.11736,  0.87402,  0.00,  0.48819,  1.00, -0.48819,  0.0315,  0.87402,  1.00,  0.20313,  0.74023,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1053, 211, -390.45145,  227.3302,  87.60526,  0.9685, -0.01575,  0.24409,  1.00, -0.22047, -0.51181,  0.82677,  1.00,  0.18201,  0.68506,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1054, 208, -374.51276,  245.80562,  91.6039,  0.99213,  0.00, -0.10236,  1.00,  0.10236,  0.18898,  0.97638,  1.00,  0.19507,  0.69971,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1055, 206, -369.95264,  231.06424,  89.46048,  1.00,  0.00,  0.03937,  1.00, -0.03937, -0.11024,  0.99213,  1.00,  0.19873,  0.68799,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1056, 209, -398.11667,  200.77039,  50.88258,  0.7874,  0.00,  0.61417,  1.00, -0.59843, -0.18898,  0.77953,  1.00,  0.17578,  0.66309,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1057, 211, -390.45145,  227.3302,  87.60526,  0.9685, -0.01575,  0.24409,  1.00, -0.22047, -0.51181,  0.82677,  1.00,  0.18201,  0.68506,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1058, 206, -369.95264,  231.06424,  89.46048,  1.00,  0.00,  0.03937,  1.00, -0.03937, -0.11024,  0.99213,  1.00,  0.19873,  0.68799,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1059, 212, -407.01764,  260.66428,  86.757,  0.94488,  0.0315,  0.33858,  1.00, -0.32283,  0.3622,  0.87402,  1.00,  0.16858,  0.71191,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1060, 210, -395.3898,  298.05151,  39.26698,  0.97638, -0.0315, -0.20472,  1.00,  0.20472,  0.25197,  0.94488,  1.00,  0.17798,  0.74219,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1061, 208, -374.51276,  245.80562,  91.6039,  0.99213,  0.00, -0.10236,  1.00,  0.10236,  0.18898,  0.97638,  1.00,  0.19507,  0.69971,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1062, 211, -390.45145,  227.3302,  87.60526,  0.9685, -0.01575,  0.24409,  1.00, -0.22047, -0.51181,  0.82677,  1.00,  0.18201,  0.68506,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1063, 212, -407.01764,  260.66428,  86.757,  0.94488,  0.0315,  0.33858,  1.00, -0.32283,  0.3622,  0.87402,  1.00,  0.16858,  0.71191,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1064, 208, -374.51276,  245.80562,  91.6039,  0.99213,  0.00, -0.10236,  1.00,  0.10236,  0.18898,  0.97638,  1.00,  0.19507,  0.69971,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1065, 210, -395.3898,  298.05151,  39.26698,  0.97638, -0.0315, -0.20472,  1.00,  0.20472,  0.25197,  0.94488,  1.00,  0.17798,  0.74219,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1066, 213, -389.15936,  309.57867,  36.42625,  0.89764, -0.00787,  0.43307,  1.00, -0.4252,  0.1811,  0.88976,  1.00,  0.18311,  0.75195,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1067, 191, -364.61151,  295.56839,  70.11736,  0.87402,  0.00,  0.48819,  1.00, -0.48819,  0.0315,  0.87402,  1.00,  0.20313,  0.74023,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1068, 191, -364.61151,  295.56839,  70.11736,  0.87402,  0.00,  0.48819,  1.00, -0.48819,  0.0315,  0.87402,  1.00,  0.20313,  0.74023,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1069, 213, -389.15936,  309.57867,  36.42625,  0.89764, -0.00787,  0.43307,  1.00, -0.4252,  0.1811,  0.88976,  1.00,  0.18311,  0.75195,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1070, 189, -363.6062,  316.07065,  75.32286,  0.90551,  0.01575,  0.4252,  1.00, -0.40945,  0.27559,  0.86614,  1.00,  0.20386,  0.75732,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1071, 189, -363.6062,  316.07065,  75.32286,  0.90551,  0.01575,  0.4252,  1.00, -0.40945,  0.27559,  0.86614,  1.00,  0.20386,  0.75732,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1072, 213, -389.15936,  309.57867,  36.42625,  0.89764, -0.00787,  0.43307,  1.00, -0.4252,  0.1811,  0.88976,  1.00,  0.18311,  0.75195,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
1073, 193, -366.2049,  337.15305,  58.35648,  0.97638,  0.00787,  0.22835,  1.00, -0.22047,  0.3622,  0.90551,  1.00,  0.20178,  0.77441,  113622.53125,  238200.00,  0.00,  0.72171, -1.24609, -0.0871,  0.00,  0.00,  0.0871, -1.24609,  0.00,  0.00,  0.00,  0.00,  1.25,  0.00
