VTX, IDX, in_ATTRIBUTE0.x, in_ATTRIBUTE0.y, in_ATTRIBUTE0.z, in_ATTRIBUTE1.x, in_ATTRIBUTE1.y, in_ATTRIBUTE1.z, in_ATTRIBUTE1.w, in_ATTRIBUTE2.x, in_ATTRIBUTE2.y, in_ATTRIBUTE2.z, in_ATTRIBUTE2.w, in_ATTRIBUTE3.x, in_ATTRIBUTE3.y, in_ATTRIBUTE3.z, in_ATTRIBUTE3.w, in_ATTRIBUTE4.x, in_ATTRIBUTE4.y, in_ATTRIBUTE4.z, in_ATTRIBUTE4.w, in_ATTRIBUTE5.x, in_ATTRIBUTE5.y, in_ATTRIBUTE13.x, in_ATTRIBUTE13.y, in_ATTRIBUTE13.z, in_ATTRIBUTE13.w
1549, 11583, -4.7299,  8.60696,  151.47943,  0.36471,  0.01569,  0.46667,  0.50196,  0.91373,  0.36863,  0.7451,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.53467,  1.00,  1.00,  1.00,  1.00
1550, 11581, -5.44555,  9.18092,  152.94337,  0.39608,  0.01176,  0.42353,  0.50196,  0.91765,  0.37647,  0.73725,  1.00, 4, 0, 0, 0,  0.94902,  0.05098,  0.00,  0.00,  0.33643,  0.48218,  1.00,  1.00,  1.00,  1.00
1551, 11583, -4.7299,  8.60696,  151.47943,  0.36471,  0.01569,  0.46667,  0.50196,  0.91373,  0.36863,  0.7451,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.53467,  1.00,  1.00,  1.00,  1.00
1552, 11582, -4.69058,  8.7761,  151.50316,  0.38824,  0.01569,  0.42745,  0.50196,  0.9098,  0.36863,  0.7451,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.53467,  1.00,  1.00,  1.00,  1.00
1553, 11584, -4.22807,  8.0695,  150.32245,  0.34902,  0.01961,  0.50588,  0.50196,  0.89412,  0.37647,  0.78039,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.58643,  1.00,  1.00,  1.00,  1.00
1554, 11584, -4.22807,  8.0695,  150.32245,  0.34902,  0.01961,  0.50588,  0.50196,  0.89412,  0.37647,  0.78039,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.58643,  1.00,  1.00,  1.00,  1.00
1555, 11585, -4.28201,  7.92156,  150.33508,  0.27843,  0.06275,  0.60784,  0.50196,  0.87451,  0.38824,  0.80784,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.58643,  1.00,  1.00,  1.00,  1.00
1556, 11583, -4.7299,  8.60696,  151.47943,  0.36471,  0.01569,  0.46667,  0.50196,  0.91373,  0.36863,  0.7451,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.53467,  1.00,  1.00,  1.00,  1.00
1557, 11585, -4.28201,  7.92156,  150.33508,  0.27843,  0.06275,  0.60784,  0.50196,  0.87451,  0.38824,  0.80784,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.58643,  1.00,  1.00,  1.00,  1.00
1558, 11584, -4.22807,  8.0695,  150.32245,  0.34902,  0.01961,  0.50588,  0.50196,  0.89412,  0.37647,  0.78039,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.58643,  1.00,  1.00,  1.00,  1.00
1559, 11586, -3.31103,  5.8747,  148.81451,  0.30196,  0.09412,  0.72157,  0.50196,  0.94902,  0.36863,  0.66667,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04651,  0.75586,  1.00,  1.00,  1.00,  1.00
1560, 11586, -3.31103,  5.8747,  148.81451,  0.30196,  0.09412,  0.72157,  0.50196,  0.94902,  0.36863,  0.66667,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04651,  0.75586,  1.00,  1.00,  1.00,  1.00
1561, 11587, -3.36133,  5.79082,  148.88704,  0.3098,  0.07843,  0.6902,  0.50196,  0.95294,  0.36863,  0.65882,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.24463,  0.75586,  1.00,  1.00,  1.00,  1.00
1562, 11585, -4.28201,  7.92156,  150.33508,  0.27843,  0.06275,  0.60784,  0.50196,  0.87451,  0.38824,  0.80784,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.58643,  1.00,  1.00,  1.00,  1.00
1563, 11587, -3.36133,  5.79082,  148.88704,  0.3098,  0.07843,  0.6902,  0.50196,  0.95294,  0.36863,  0.65882,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.24463,  0.75586,  1.00,  1.00,  1.00,  1.00
1564, 11586, -3.31103,  5.8747,  148.81451,  0.30196,  0.09412,  0.72157,  0.50196,  0.94902,  0.36863,  0.66667,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04651,  0.75586,  1.00,  1.00,  1.00,  1.00
1565, 11588, -3.49795,  5.45191,  148.20004,  0.32549,  0.03137,  0.55294,  0.50196,  0.96078,  0.32157,  0.43529,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04031,  0.86963,  1.00,  1.00,  1.00,  1.00
1566, 11588, -3.49795,  5.45191,  148.20004,  0.32549,  0.03137,  0.55294,  0.50196,  0.96078,  0.32157,  0.43529,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04031,  0.86963,  1.00,  1.00,  1.00,  1.00
1567, 11589, -3.50973,  5.40811,  148.23132,  0.32157,  0.03529,  0.42745,  0.50196,  0.96471,  0.32941,  0.43922,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.30542,  0.86279,  1.00,  1.00,  1.00,  1.00
1568, 11587, -3.36133,  5.79082,  148.88704,  0.3098,  0.07843,  0.6902,  0.50196,  0.95294,  0.36863,  0.65882,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.24463,  0.75586,  1.00,  1.00,  1.00,  1.00
1569, 11589, -3.50973,  5.40811,  148.23132,  0.32157,  0.03529,  0.42745,  0.50196,  0.96471,  0.32941,  0.43922,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.30542,  0.86279,  1.00,  1.00,  1.00,  1.00
1570, 11588, -3.49795,  5.45191,  148.20004,  0.32549,  0.03137,  0.55294,  0.50196,  0.96078,  0.32157,  0.43529,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04031,  0.86963,  1.00,  1.00,  1.00,  1.00
1571, 11590, -3.71167,  5.27954,  147.6084,  0.28627,  0.05098,  0.42353,  0.50196,  0.9451,  0.30196,  0.39216,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.19019,  0.96826,  1.00,  1.00,  1.00,  1.00
1572, 11591, -4.67618,  10.44462,  162.58778,  0.17255,  0.15294,  0.65098,  0.50196,  0.87059,  0.16471,  0.54118,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.01537,  1.00,  1.00,  1.00,  1.00
1573, 11592, -4.61569,  10.50922,  162.56427,  0.16863,  0.1451,  0.62745,  0.50196,  0.87059,  0.16471,  0.54118,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.01537,  1.00,  1.00,  1.00,  1.00
1574, 11593, -4.8765,  9.92169,  160.18449,  0.16863,  0.15686,  0.65882,  0.50196,  0.85882,  0.15294,  0.50588,  1.00, 0, 4, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.0451,  0.14441,  1.00,  1.00,  1.00,  1.00
1575, 11593, -4.8765,  9.92169,  160.18449,  0.16863,  0.15686,  0.65882,  0.50196,  0.85882,  0.15294,  0.50588,  1.00, 0, 4, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.0451,  0.14441,  1.00,  1.00,  1.00,  1.00
1576, 11594, -4.96649,  9.82798,  160.23323,  0.16471,  0.14902,  0.62745,  0.50196,  0.86275,  0.15686,  0.50588,  1.00, 0, 4, 0, 0,  0.91765,  0.08235,  0.00,  0.00,  0.33643,  0.14441,  1.00,  1.00,  1.00,  1.00
1577, 11591, -4.67618,  10.44462,  162.58778,  0.17255,  0.15294,  0.65098,  0.50196,  0.87059,  0.16471,  0.54118,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.01537,  1.00,  1.00,  1.00,  1.00
1578, 11594, -4.96649,  9.82798,  160.23323,  0.16471,  0.14902,  0.62745,  0.50196,  0.86275,  0.15686,  0.50588,  1.00, 0, 4, 0, 0,  0.91765,  0.08235,  0.00,  0.00,  0.33643,  0.14441,  1.00,  1.00,  1.00,  1.00
1579, 11593, -4.8765,  9.92169,  160.18449,  0.16863,  0.15686,  0.65882,  0.50196,  0.85882,  0.15294,  0.50588,  1.00, 0, 4, 0, 0,  0.92157,  0.07843,  0.00,  0.00,  0.0451,  0.14441,  1.00,  1.00,  1.00,  1.00
1580, 11595, -5.71542,  9.26327,  157.5703,  0.21176,  0.09412,  0.57647,  0.50196,  0.90196,  0.20392,  0.4549,  1.00, 0, 4, 0, 0,  0.68235,  0.31765,  0.00,  0.00,  0.0451,  0.27563,  1.00,  1.00,  1.00,  1.00
1581, 11595, -5.71542,  9.26327,  157.5703,  0.21176,  0.09412,  0.57647,  0.50196,  0.90196,  0.20392,  0.4549,  1.00, 0, 4, 0, 0,  0.68235,  0.31765,  0.00,  0.00,  0.0451,  0.27563,  1.00,  1.00,  1.00,  1.00
1582, 11596, -5.78006,  9.1735,  157.57666,  0.20392,  0.09412,  0.50588,  0.50196,  0.90196,  0.20392,  0.4549,  1.00, 0, 4, 0, 0,  0.74118,  0.25882,  0.00,  0.00,  0.33643,  0.27563,  1.00,  1.00,  1.00,  1.00
1583, 11594, -4.96649,  9.82798,  160.23323,  0.16471,  0.14902,  0.62745,  0.50196,  0.86275,  0.15686,  0.50588,  1.00, 0, 4, 0, 0,  0.91765,  0.08235,  0.00,  0.00,  0.33643,  0.14441,  1.00,  1.00,  1.00,  1.00
1584, 11596, -5.78006,  9.1735,  157.57666,  0.20392,  0.09412,  0.50588,  0.50196,  0.90196,  0.20392,  0.4549,  1.00, 0, 4, 0, 0,  0.74118,  0.25882,  0.00,  0.00,  0.33643,  0.27563,  1.00,  1.00,  1.00,  1.00
1585, 11595, -5.71542,  9.26327,  157.5703,  0.21176,  0.09412,  0.57647,  0.50196,  0.90196,  0.20392,  0.4549,  1.00, 0, 4, 0, 0,  0.68235,  0.31765,  0.00,  0.00,  0.0451,  0.27563,  1.00,  1.00,  1.00,  1.00
1586, 11597, -5.89682,  9.25196,  155.64362,  0.16863,  0.12549,  0.48627,  0.50196,  0.87451,  0.16863,  0.48235,  1.00, 0, 4, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.0451,  0.37549,  1.00,  1.00,  1.00,  1.00
1587, 11597, -5.89682,  9.25196,  155.64362,  0.16863,  0.12549,  0.48627,  0.50196,  0.87451,  0.16863,  0.48235,  1.00, 0, 4, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.0451,  0.37549,  1.00,  1.00,  1.00,  1.00
1588, 11598, -5.96923,  9.17055,  155.63632,  0.16863,  0.12549,  0.45098,  0.50196,  0.87451,  0.16863,  0.48235,  1.00, 0, 4, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.33643,  0.37549,  1.00,  1.00,  1.00,  1.00
1589, 11596, -5.78006,  9.1735,  157.57666,  0.20392,  0.09412,  0.50588,  0.50196,  0.90196,  0.20392,  0.4549,  1.00, 0, 4, 0, 0,  0.74118,  0.25882,  0.00,  0.00,  0.33643,  0.27563,  1.00,  1.00,  1.00,  1.00
1590, 11598, -5.96923,  9.17055,  155.63632,  0.16863,  0.12549,  0.45098,  0.50196,  0.87451,  0.16863,  0.48235,  1.00, 0, 4, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.33643,  0.37549,  1.00,  1.00,  1.00,  1.00
1591, 11597, -5.89682,  9.25196,  155.64362,  0.16863,  0.12549,  0.48627,  0.50196,  0.87451,  0.16863,  0.48235,  1.00, 0, 4, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.0451,  0.37549,  1.00,  1.00,  1.00,  1.00
1592, 11599, -5.78123,  9.35554,  154.37474,  0.21176,  0.09412,  0.43922,  0.50196,  0.8902,  0.20392,  0.60,  1.00, 4, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.0451,  0.42847,  1.00,  1.00,  1.00,  1.00
1593, 11599, -5.78123,  9.35554,  154.37474,  0.21176,  0.09412,  0.43922,  0.50196,  0.8902,  0.20392,  0.60,  1.00, 4, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.0451,  0.42847,  1.00,  1.00,  1.00,  1.00
1594, 11600, -5.83013,  9.28493,  154.36159,  0.21961,  0.0902,  0.41176,  0.50196,  0.8902,  0.20784,  0.60,  1.00, 4, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.33643,  0.42847,  1.00,  1.00,  1.00,  1.00
1595, 11598, -5.96923,  9.17055,  155.63632,  0.16863,  0.12549,  0.45098,  0.50196,  0.87451,  0.16863,  0.48235,  1.00, 0, 4, 0, 0,  0.50588,  0.49412,  0.00,  0.00,  0.33643,  0.37549,  1.00,  1.00,  1.00,  1.00
1596, 11600, -5.83013,  9.28493,  154.36159,  0.21961,  0.0902,  0.41176,  0.50196,  0.8902,  0.20784,  0.60,  1.00, 4, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.33643,  0.42847,  1.00,  1.00,  1.00,  1.00
1597, 11599, -5.78123,  9.35554,  154.37474,  0.21176,  0.09412,  0.43922,  0.50196,  0.8902,  0.20392,  0.60,  1.00, 4, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.0451,  0.42847,  1.00,  1.00,  1.00,  1.00
1598, 11601, -5.19951,  9.2189,  152.99809,  0.23922,  0.07843,  0.40784,  0.50196,  0.85882,  0.23137,  0.71765,  1.00, 4, 0, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.0451,  0.48218,  1.00,  1.00,  1.00,  1.00
1599, 11601, -5.19951,  9.2189,  152.99809,  0.23922,  0.07843,  0.40784,  0.50196,  0.85882,  0.23137,  0.71765,  1.00, 4, 0, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.0451,  0.48218,  1.00,  1.00,  1.00,  1.00
1600, 11602, -5.24839,  9.13709,  152.97838,  0.24314,  0.07843,  0.40,  0.50196,  0.8549,  0.23137,  0.72157,  1.00, 4, 0, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.33643,  0.48218,  1.00,  1.00,  1.00,  1.00
1601, 11600, -5.83013,  9.28493,  154.36159,  0.21961,  0.0902,  0.41176,  0.50196,  0.8902,  0.20784,  0.60,  1.00, 4, 0, 0, 0,  0.7451,  0.2549,  0.00,  0.00,  0.33643,  0.42847,  1.00,  1.00,  1.00,  1.00
1602, 11602, -5.24839,  9.13709,  152.97838,  0.24314,  0.07843,  0.40,  0.50196,  0.8549,  0.23137,  0.72157,  1.00, 4, 0, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.33643,  0.48218,  1.00,  1.00,  1.00,  1.00
1603, 11601, -5.19951,  9.2189,  152.99809,  0.23922,  0.07843,  0.40784,  0.50196,  0.85882,  0.23137,  0.71765,  1.00, 4, 0, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.0451,  0.48218,  1.00,  1.00,  1.00,  1.00
1604, 11603, -4.48262,  8.69521,  151.50989,  0.23137,  0.08627,  0.39608,  0.50196,  0.82745,  0.22353,  0.75686,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.53467,  1.00,  1.00,  1.00,  1.00
1605, 11603, -4.48262,  8.69521,  151.50989,  0.23137,  0.08627,  0.39608,  0.50196,  0.82745,  0.22353,  0.75686,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.53467,  1.00,  1.00,  1.00,  1.00
1606, 11604, -4.53499,  8.61504,  151.49083,  0.21176,  0.09412,  0.42745,  0.50196,  0.82353,  0.22353,  0.75686,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.53467,  1.00,  1.00,  1.00,  1.00
1607, 11602, -5.24839,  9.13709,  152.97838,  0.24314,  0.07843,  0.40,  0.50196,  0.8549,  0.23137,  0.72157,  1.00, 4, 0, 0, 0,  0.89804,  0.10196,  0.00,  0.00,  0.33643,  0.48218,  1.00,  1.00,  1.00,  1.00
1608, 11604, -4.53499,  8.61504,  151.49083,  0.21176,  0.09412,  0.42745,  0.50196,  0.82353,  0.22353,  0.75686,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.53467,  1.00,  1.00,  1.00,  1.00
1609, 11603, -4.48262,  8.69521,  151.50989,  0.23137,  0.08627,  0.39608,  0.50196,  0.82745,  0.22353,  0.75686,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.53467,  1.00,  1.00,  1.00,  1.00
1610, 11605, -4.07987,  8.06085,  150.34692,  0.21176,  0.08627,  0.47059,  0.50196,  0.80,  0.26667,  0.81961,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.58643,  1.00,  1.00,  1.00,  1.00
1611, 11605, -4.07987,  8.06085,  150.34692,  0.21176,  0.08627,  0.47059,  0.50196,  0.80,  0.26667,  0.81961,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.58643,  1.00,  1.00,  1.00,  1.00
1612, 11606, -4.13276,  7.99071,  150.34604,  0.14902,  0.1451,  0.56078,  0.50196,  0.78039,  0.28235,  0.85098,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.58643,  1.00,  1.00,  1.00,  1.00
1613, 11604, -4.53499,  8.61504,  151.49083,  0.21176,  0.09412,  0.42745,  0.50196,  0.82353,  0.22353,  0.75686,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.53467,  1.00,  1.00,  1.00,  1.00
1614, 11606, -4.13276,  7.99071,  150.34604,  0.14902,  0.1451,  0.56078,  0.50196,  0.78039,  0.28235,  0.85098,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.58643,  1.00,  1.00,  1.00,  1.00
1615, 11605, -4.07987,  8.06085,  150.34692,  0.21176,  0.08627,  0.47059,  0.50196,  0.80,  0.26667,  0.81961,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.58643,  1.00,  1.00,  1.00,  1.00
1616, 11607, -3.2416,  5.96668,  148.95189,  0.19216,  0.15686,  0.70196,  0.50196,  0.87843,  0.32157,  0.77255,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04651,  0.75586,  1.00,  1.00,  1.00,  1.00
1617, 11607, -3.2416,  5.96668,  148.95189,  0.19216,  0.15686,  0.70196,  0.50196,  0.87843,  0.32157,  0.77255,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04651,  0.75586,  1.00,  1.00,  1.00,  1.00
1618, 11608, -3.28585,  5.92935,  148.98944,  0.22353,  0.10588,  0.64314,  0.50196,  0.87843,  0.33333,  0.78039,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.24463,  0.75586,  1.00,  1.00,  1.00,  1.00
1619, 11606, -4.13276,  7.99071,  150.34604,  0.14902,  0.1451,  0.56078,  0.50196,  0.78039,  0.28235,  0.85098,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.58643,  1.00,  1.00,  1.00,  1.00
1620, 11608, -3.28585,  5.92935,  148.98944,  0.22353,  0.10588,  0.64314,  0.50196,  0.87843,  0.33333,  0.78039,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.24463,  0.75586,  1.00,  1.00,  1.00,  1.00
1621, 11607, -3.2416,  5.96668,  148.95189,  0.19216,  0.15686,  0.70196,  0.50196,  0.87843,  0.32157,  0.77255,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04651,  0.75586,  1.00,  1.00,  1.00,  1.00
1622, 11609, -3.2345,  5.479,  148.31079,  0.28235,  0.05098,  0.43529,  0.50196,  0.93725,  0.27451,  0.58039,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04031,  0.86963,  1.00,  1.00,  1.00,  1.00
1623, 11609, -3.2345,  5.479,  148.31079,  0.28235,  0.05098,  0.43529,  0.50196,  0.93725,  0.27451,  0.58039,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04031,  0.86963,  1.00,  1.00,  1.00,  1.00
1624, 11610, -3.24904,  5.45652,  148.32849,  0.3451,  0.08235,  0.27059,  0.50196,  0.94118,  0.28627,  0.58824,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.30542,  0.86279,  1.00,  1.00,  1.00,  1.00
1625, 11608, -3.28585,  5.92935,  148.98944,  0.22353,  0.10588,  0.64314,  0.50196,  0.87843,  0.33333,  0.78039,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.24463,  0.75586,  1.00,  1.00,  1.00,  1.00
1626, 11610, -3.24904,  5.45652,  148.32849,  0.3451,  0.08235,  0.27059,  0.50196,  0.94118,  0.28627,  0.58824,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.30542,  0.86279,  1.00,  1.00,  1.00,  1.00
1627, 11609, -3.2345,  5.479,  148.31079,  0.28235,  0.05098,  0.43529,  0.50196,  0.93725,  0.27451,  0.58039,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.04031,  0.86963,  1.00,  1.00,  1.00,  1.00
1628, 11611, -3.33648,  5.26488,  147.68631,  0.28235,  0.12549,  0.24706,  0.50196,  0.92549,  0.23922,  0.51765,  1.00, 4, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.19019,  0.96826,  1.00,  1.00,  1.00,  1.00
1629, 11612, -4.5837,  10.52848,  162.59117,  0.03529,  0.35686,  0.61961,  0.50196,  0.65882,  0.03137,  0.58431,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.01537,  1.00,  1.00,  1.00,  1.00
1630, 11613, -4.46736,  10.56373,  162.5632,  0.03137,  0.35686,  0.61176,  0.50196,  0.65882,  0.03137,  0.58431,  1.00, 0, 3, 2, 0,  0.97255,  0.01569,  0.01176,  0.00,  0.0451,  0.01537,  1.00,  1.00,  1.00,  1.00
1631, 11614, -4.70272,  10.04582,  160.18529,  0.04314,  0.33725,  0.62745,  0.50196,  0.67843,  0.03529,  0.55294,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.14441,  1.00,  1.00,  1.00,  1.00
1632, 11614, -4.70272,  10.04582,  160.18529,  0.04314,  0.33725,  0.62745,  0.50196,  0.67843,  0.03529,  0.55294,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.14441,  1.00,  1.00,  1.00,  1.00
1633, 11615, -4.78912,  10.01511,  160.21143,  0.03922,  0.32941,  0.60392,  0.50196,  0.67843,  0.03529,  0.55294,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.14441,  1.00,  1.00,  1.00,  1.00
1634, 11612, -4.5837,  10.52848,  162.59117,  0.03529,  0.35686,  0.61961,  0.50196,  0.65882,  0.03137,  0.58431,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.01537,  1.00,  1.00,  1.00,  1.00
1635, 11615, -4.78912,  10.01511,  160.21143,  0.03922,  0.32941,  0.60392,  0.50196,  0.67843,  0.03529,  0.55294,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.14441,  1.00,  1.00,  1.00,  1.00
1636, 11614, -4.70272,  10.04582,  160.18529,  0.04314,  0.33725,  0.62745,  0.50196,  0.67843,  0.03529,  0.55294,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.0451,  0.14441,  1.00,  1.00,  1.00,  1.00
1637, 11616, -5.55,  9.57092,  157.56607,  0.02745,  0.35294,  0.57255,  0.50196,  0.65098,  0.02353,  0.52157,  1.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.0451,  0.27563,  1.00,  1.00,  1.00,  1.00
1638, 11616, -5.55,  9.57092,  157.56607,  0.02745,  0.35294,  0.57255,  0.50196,  0.65098,  0.02353,  0.52157,  1.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.0451,  0.27563,  1.00,  1.00,  1.00,  1.00
1639, 11617, -5.59406,  9.55715,  157.56989,  0.01961,  0.34902,  0.50588,  0.50196,  0.64706,  0.02353,  0.51765,  1.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.33643,  0.27563,  1.00,  1.00,  1.00,  1.00
1640, 11615, -4.78912,  10.01511,  160.21143,  0.03922,  0.32941,  0.60392,  0.50196,  0.67843,  0.03529,  0.55294,  1.00, 0, 0, 0, 0,  1.00,  0.00,  0.00,  0.00,  0.33643,  0.14441,  1.00,  1.00,  1.00,  1.00
1641, 11617, -5.59406,  9.55715,  157.56989,  0.01961,  0.34902,  0.50588,  0.50196,  0.64706,  0.02353,  0.51765,  1.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.33643,  0.27563,  1.00,  1.00,  1.00,  1.00
1642, 11616, -5.55,  9.57092,  157.56607,  0.02745,  0.35294,  0.57255,  0.50196,  0.65098,  0.02353,  0.52157,  1.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.0451,  0.27563,  1.00,  1.00,  1.00,  1.00
1643, 11618, -5.9297,  9.43146,  155.62643,  0.02745,  0.33333,  0.47059,  0.50196,  0.66275,  0.02745,  0.49412,  1.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.0451,  0.37549,  1.00,  1.00,  1.00,  1.00
1644, 11618, -5.9297,  9.43146,  155.62643,  0.02745,  0.33333,  0.47059,  0.50196,  0.66275,  0.02745,  0.49412,  1.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.0451,  0.37549,  1.00,  1.00,  1.00,  1.00
1645, 11619, -5.97317,  9.41621,  155.62064,  0.03529,  0.33725,  0.41176,  0.50196,  0.66275,  0.02745,  0.4902,  1.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.33643,  0.37549,  1.00,  1.00,  1.00,  1.00
1646, 11617, -5.59406,  9.55715,  157.56989,  0.01961,  0.34902,  0.50588,  0.50196,  0.64706,  0.02353,  0.51765,  1.00, 0, 4, 0, 0,  0.74902,  0.25098,  0.00,  0.00,  0.33643,  0.27563,  1.00,  1.00,  1.00,  1.00
1647, 11619, -5.97317,  9.41621,  155.62064,  0.03529,  0.33725,  0.41176,  0.50196,  0.66275,  0.02745,  0.4902,  1.00, 0, 4, 0, 0,  0.50196,  0.49804,  0.00,  0.00,  0.33643,  0.37549,  1.00,  1.00,  1.00,  1.00
